10GNPK_U04,"RAISE LOAD",04/11/2026 2:54:00 PM,75,85,MARKET INTERVENTION/SUSPENSION,"Raised Load due to High actual system demand at frequency=59.80Hz from HVDC variation of RTD=-28 vs ACTUAL=-102  | ON DUTY: Alonzo"
10GNPK_U04,"FOLLOW RTD",04/11/2026 3:11:00 PM,85,90,MARKET INTERVENTION/SUSPENSION,"From Raise Load to Follow RTD| ON DUTY: Alonzo"
10GNPK_U04,"RAISE LOAD",04/11/2026 9:16:00 PM,110,120,MARKET INTERVENTION/SUSPENSION,"Raised Load due to High actual system demand at frequency=59.79Hz from MO forecast variation of RTD=2232 vs ACTUAL=2265  | ON DUTY: Goc-Ong"
10GNPK_U04,"FOLLOW RTD",04/11/2026 10:05:00 PM,120,106,MARKET INTERVENTION/SUSPENSION,"From Raise Load to Follow RTD| ON DUTY: Goc-Ong"
11FDC_U01,"FOLLOW RTD",04/11/2026 8:10:00 AM,120,131,MARKET INTERVENTION/SUSPENSION,"From Lower Load to Follow RTD| ON DUTY: Abrogenia"
11FDC_U01,"LOWER LOAD",04/11/2026 12:13:00 PM,135,125,MARKET INTERVENTION/SUSPENSION,"Lower Load due to Low actual system demand at frequency=60.27Hz.  | ON DUTY: Abrogenia"
11FDC_U01,"FOLLOW RTD",04/11/2026 1:05:00 PM,125,135,MARKET INTERVENTION/SUSPENSION,"From Lower Load to Follow RTD| ON DUTY: Abrogenia"
11FDC_U02,"FOLLOW RTD",04/11/2026 8:10:00 AM,120,131,MARKET INTERVENTION/SUSPENSION,"From Lower Load to Follow RTD| ON DUTY: Abrogenia"
11FDC_U02,"LOWER LOAD",04/11/2026 12:13:00 PM,135,125,MARKET INTERVENTION/SUSPENSION,"Lower Load due to Low actual system demand at frequency=60.27Hz.  | ON DUTY: Abrogenia"
11FDC_U02,"FOLLOW RTD",04/11/2026 1:05:00 PM,125,135,MARKET INTERVENTION/SUSPENSION,"From Lower Load to Follow RTD| ON DUTY: Abrogenia"
11FDC_U03,"LOWER LOAD",04/11/2026 2:22:00 AM,135,120,MARKET INTERVENTION/SUSPENSION,"Lower Load due to Low actual system demand at frequency=60.3Hz.  | ON DUTY: Balingit"
11FDC_U03,"FOLLOW RTD",04/11/2026 8:10:00 AM,120,131,MARKET INTERVENTION/SUSPENSION,"From Lower Load to Follow RTD| ON DUTY: Abrogenia"
11FDC_U03,"LOWER LOAD",04/11/2026 12:13:00 PM,135,125,MARKET INTERVENTION/SUSPENSION,"Lower Load due to Low actual system demand at frequency=60.27Hz.  | ON DUTY: Abrogenia"
11FDC_U03,"FOLLOW RTD",04/11/2026 1:05:00 PM,125,135,MARKET INTERVENTION/SUSPENSION,"From Lower Load to Follow RTD| ON DUTY: Abrogenia"
11PULA4_U01,"RAISE LOAD",04/11/2026 5:51:00 PM,21,30,MARKET INTERVENTION/SUSPENSION,"Raised Load due to High actual system demand at frequency=59.74Hz from HVDC variation of RTD=-350 vs ACTUAL=-447  | ON DUTY: Gilay"
11PULA4_U01,"FOLLOW RTD",04/11/2026 6:35:00 PM,30,30,MARKET INTERVENTION/SUSPENSION,"From Raise Load to Follow RTD| ON DUTY: Gilay"
11PULA4_U02,"RAISE LOAD",04/11/2026 5:51:00 PM,20,60,MARKET INTERVENTION/SUSPENSION,"Raised Load due to High actual system demand at frequency=59.74Hz from HVDC variation of RTD=-350 vs ACTUAL=-447  | ON DUTY: Gilay"
11PULA4_U02,"FOLLOW RTD",04/11/2026 6:35:00 PM,60,60,MARKET INTERVENTION/SUSPENSION,"From Raise Load to Follow RTD| ON DUTY: Gilay"
11STEAG_U01,"LOWER LOAD",04/11/2026 12:03:00 AM,101.8,85,MARKET INTERVENTION/SUSPENSION,"Lower Load due to Low actual system demand at frequency=60.1Hz.  | ON DUTY: Mendez"
11STEAG_U01,"LOWER LOAD",04/11/2026 12:36:00 AM,85,75,MARKET INTERVENTION/SUSPENSION,"Lower Load due to Low actual system demand at frequency=60.29Hz.  | ON DUTY: Mendez"
11STEAG_U01,"LOWER LOAD",04/11/2026 2:27:00 AM,75,60,MARKET INTERVENTION/SUSPENSION,"Lower Load due to Low actual system demand at frequency=60.38Hz.  | ON DUTY: Mendez"
11STEAG_U01,"FOLLOW RTD",04/11/2026 4:30:00 AM,60,66.4,MARKET INTERVENTION/SUSPENSION,"From Lower Load to Follow RTD| ON DUTY: Mendez"
11STEAG_U01,"LOWER LOAD",04/11/2026 11:58:00 PM,100,85,MARKET INTERVENTION/SUSPENSION,"Lower Load due to Low actual system demand at frequency=60.29Hz  | ON DUTY: Mendez"
11STEAG_U02,"LOWER LOAD",04/11/2026 12:03:00 AM,99.2,85,MARKET INTERVENTION/SUSPENSION,"Lower Load due to Low actual system demand at frequency=60.1Hz.  | ON DUTY: Mendez"
11STEAG_U02,"LOWER LOAD",04/11/2026 12:36:00 AM,85,75,MARKET INTERVENTION/SUSPENSION,"Lower Load due to Low actual system demand at frequency=60.29Hz.  | ON DUTY: Mendez"
11STEAG_U02,"LOWER LOAD",04/11/2026 2:27:00 AM,75,60,MARKET INTERVENTION/SUSPENSION,"Lower Load due to Low actual system demand at frequency=60.38Hz.  | ON DUTY: Mendez"
11STEAG_U02,"FOLLOW RTD",04/11/2026 4:30:00 AM,60,64.6,MARKET INTERVENTION/SUSPENSION,"From Lower Load to Follow RTD| ON DUTY: Mendez"
11STEAG_U02,"LOWER LOAD",04/11/2026 11:58:00 PM,100,85,MARKET INTERVENTION/SUSPENSION,"Lower Load due to Low actual system demand at frequency=60.29Hz  | ON DUTY: Mendez"
13DCPP_U01,"LOWER LOAD",04/11/2026 1:42:00 AM,151.4,140,MARKET INTERVENTION/SUSPENSION,"Lower Load due to Low actual system demand at frequency=60.31Hz.  | ON DUTY: Mojal"
13DCPP_U01,"LOWER LOAD",04/11/2026 2:31:00 AM,140,130,MARKET INTERVENTION/SUSPENSION,"Lower Load due to Low actual system demand at frequency=60.31Hz.  | ON DUTY: Barioga"
13DCPP_U01,"FOLLOW RTD",04/11/2026 4:34:00 AM,130,151.4,MARKET INTERVENTION/SUSPENSION,"From Lower Load to Follow RTD| ON DUTY: Gonzales"
13DCPP_U02,"LOWER LOAD",04/11/2026 1:42:00 AM,150,140,MARKET INTERVENTION/SUSPENSION,"Lower Load due to Low actual system demand at frequency=60.31Hz.  | ON DUTY: Mojal"
13DCPP_U02,"LOWER LOAD",04/11/2026 2:31:00 AM,140,130,MARKET INTERVENTION/SUSPENSION,"Lower Load due to Low actual system demand at frequency=60.31Hz.  | ON DUTY: Barioga"
13DCPP_U02,"FOLLOW RTD",04/11/2026 7:49:00 AM,130,150,MARKET INTERVENTION/SUSPENSION,"From Lower Load to Follow RTD| ON DUTY: Bicar"
13SMC_U01,"LOWER LOAD",04/11/2026 12:39:00 AM,133.1,120,MARKET INTERVENTION/SUSPENSION,"Lower Load due to Low actual system demand at frequency=60.29Hz.  | ON DUTY: Renovilla"
13SMC_U01,"FOLLOW RTD",04/11/2026 4:32:00 AM,120,126,MARKET INTERVENTION/SUSPENSION,"From Lower Load to Follow RTD| ON DUTY: Renovilla"
13SMC_U02,"LOWER LOAD",04/11/2026 12:39:00 AM,130,120,MARKET INTERVENTION/SUSPENSION,"Lower Load due to Low actual system demand at frequency=60.29Hz.  | ON DUTY: Renovilla"
13SMC_U02,"FOLLOW RTD",04/11/2026 4:32:00 AM,120,120,MARKET INTERVENTION/SUSPENSION,"From Lower Load to Follow RTD| ON DUTY: Renovilla"
14SARANG_U02,"LOWER LOAD",04/11/2026 2:05:00 AM,121,105,MARKET INTERVENTION/SUSPENSION,"Lower Load due to Low actual system demand at frequency=60.31Hz.  | ON DUTY: Baldonado"
14SARANG_U02,"FOLLOW RTD",04/11/2026 7:43:00 AM,105,121,MARKET INTERVENTION/SUSPENSION,"From Lower Load to Follow RTD| ON DUTY: Lapining"
EOF
